"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2019"	"2019"	"70-74 years"	"70-74"	90	1165712	7.7
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2019"	"2019"	"75-79 years"	"75-79"	111	870876	12.7
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2019"	"2019"	"80-84 years"	"80-84"	100	580970	17.2
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2019"	"2019"	"85+ years"	"85+"	121	585172	20.7
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2017"	"2017"	"55-59 years"	"55-59"	20	672816	3.0
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2017"	"2017"	"60-64 years "	"60-64"	22	588910	3.7
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2017"	"2017"	"65-69 years"	"65-69"	21	494781	4.2
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2017"	"2017"	"70-74 years"	"70-74"	24	374420	6.4
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2017"	"2017"	"75-79 years"	"75-79"	25	241645	10.3
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2017"	"2017"	"80-84 years"	"80-84"	22	152669	14.4
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2017"	"2017"	"85+ years"	"85+"	29	143029	20.3
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2019"	"2019"	"55-59 years"	"55-59"	29	691544	4.2
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2019"	"2019"	"60-64 years "	"60-64"	23	616177	3.7
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2019"	"2019"	"65-69 years"	"65-69"	24	511765	4.7
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2019"	"2019"	"70-74 years"	"70-74"	20	414940	4.8
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2019"	"2019"	"75-79 years"	"75-79"	22	274499	8.0
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2019"	"2019"	"80-84 years"	"80-84"	31	166640	18.6
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2019"	"2019"	"85+ years"	"85+"	28	151351	18.5
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"45-49 years"	"45-49"	18	830620	2.2
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"50-54 years"	"50-54"	18	846101	2.1
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"55-59 years"	"55-59"	18	877649	2.1
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"60-64 years "	"60-64"	21	785249	2.7
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"65-69 years"	"65-69"	39	639538	6.1
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"70-74 years"	"70-74"	37	474654	7.8
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"75-79 years"	"75-79"	42	330471	12.7
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"80-84 years"	"80-84"	34	230200	14.8
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	"85+ years"	"85+"	56	265218	21.1
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2019"	"2019"	"55-59 years"	"55-59"	27	854020	3.2
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2019"	"2019"	"60-64 years "	"60-64"	29	802804	3.6
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2019"	"2019"	"65-69 years"	"65-69"	38	661539	5.7
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2019"	"2019"	"70-74 years"	"70-74"	31	513990	6.0
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2019"	"2019"	"75-79 years"	"75-79"	41	358855	11.4
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2019"	"2019"	"80-84 years"	"80-84"	27	241394	11.2
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2019"	"2019"	"85+ years"	"85+"	48	266484	18.0
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2017"	"2017"	"55-59 years"	"55-59"	21	454608	4.6
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2017"	"2017"	"60-64 years "	"60-64"	27	414862	6.5
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2017"	"2017"	"65-69 years"	"65-69"	18	343674	5.2
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2017"	"2017"	"75-79 years"	"75-79"	22	175507	12.5
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2017"	"2017"	"85+ years"	"85+"	28	129989	21.5
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2019"	"2019"	"55-59 years"	"55-59"	17	448450	3.8
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2019"	"2019"	"60-64 years "	"60-64"	25	426048	5.9
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2019"	"2019"	"65-69 years"	"65-69"	20	358130	5.6
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2019"	"2019"	"70-74 years"	"70-74"	25	278052	9.0
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2019"	"2019"	"75-79 years"	"75-79"	19	191136	9.9
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2019"	"2019"	"85+ years"	"85+"	32	130692	24.5
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2017"	"2017"	"75-79 years"	"75-79"	16	88786	18.0
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2017"	"2017"	"85+ years"	"85+"	22	79202	27.8
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2019"	"2019"	"65-69 years"	"65-69"	20	176802	11.3
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2019"	"2019"	"85+ years"	"85+"	18	78454	22.9
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2017"	"2017"	"70-74 years"	"70-74"	17	107546	15.8
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2017"	"2017"	"55-59 years"	"55-59"	16	309410	5.2
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2017"	"2017"	"60-64 years "	"60-64"	22	284567	7.7
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2017"	"2017"	"65-69 years"	"65-69"	17	242838	7.0
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2017"	"2017"	"70-74 years"	"70-74"	24	181786	13.2
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2017"	"2017"	"75-79 years"	"75-79"	18	124378	14.5
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2017"	"2017"	"85+ years"	"85+"	19	80292	23.7
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2019"	"2019"	"60-64 years "	"60-64"	22	291078	7.6
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2019"	"2019"	"65-69 years"	"65-69"	16	248871	6.4
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2019"	"2019"	"85+ years"	"85+"	17	82050	20.7
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2019"	"2019"	"85+ years"	"85+"	17	82235	20.7
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2017"	"2017"	"75-79 years"	"75-79"	17	152614	11.1
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2017"	"2017"	"80-84 years"	"80-84"	16	101809	15.7
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2017"	"2017"	"85+ years"	"85+"	29	116454	24.9
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2019"	"2019"	"70-74 years"	"70-74"	27	249573	10.8
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2019"	"2019"	"75-79 years"	"75-79"	16	170177	9.4
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2019"	"2019"	"80-84 years"	"80-84"	21	108727	19.3
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2019"	"2019"	"85+ years"	"85+"	31	119141	26.0
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2017"	"2017"	"60-64 years "	"60-64"	19	437351	4.3
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2017"	"2017"	"65-69 years"	"65-69"	25	361790	6.9
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2017"	"2017"	"70-74 years"	"70-74"	24	273693	8.8
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2017"	"2017"	"75-79 years"	"75-79"	21	180690	11.6
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2017"	"2017"	"80-84 years"	"80-84"	34	130052	26.1
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2017"	"2017"	"85+ years"	"85+"	45	159438	28.2
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2019"	"2019"	"65-69 years"	"65-69"	20	373652	5.4
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2019"	"2019"	"70-74 years"	"70-74"	25	299234	8.4
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2019"	"2019"	"75-79 years"	"75-79"	26	202023	12.9
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2019"	"2019"	"80-84 years"	"80-84"	33	134346	24.6
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2019"	"2019"	"85+ years"	"85+"	38	158509	24.0
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2017"	"2017"	"55-59 years"	"55-59"	18	725376	2.5
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2017"	"2017"	"60-64 years "	"60-64"	25	674782	3.7
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2017"	"2017"	"65-69 years"	"65-69"	42	561960	7.5
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2017"	"2017"	"70-74 years"	"70-74"	40	416094	9.6
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2017"	"2017"	"75-79 years"	"75-79"	27	282814	9.5
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2017"	"2017"	"80-84 years"	"80-84"	23	190767	12.1
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2017"	"2017"	"85+ years"	"85+"	38	213013	17.8
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2019"	"2019"	"55-59 years"	"55-59"	24	708252	3.4
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2019"	"2019"	"60-64 years "	"60-64"	42	691090	6.1
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2019"	"2019"	"65-69 years"	"65-69"	33	584655	5.6
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2019"	"2019"	"70-74 years"	"70-74"	26	453199	5.7
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2019"	"2019"	"75-79 years"	"75-79"	29	313100	9.3
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2019"	"2019"	"80-84 years"	"80-84"	35	200680	17.4
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2019"	"2019"	"85+ years"	"85+"	42	211557	19.9
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2017"	"2017"	"55-59 years"	"55-59"	17	396844	4.3
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2017"	"2017"	"85+ years"	"85+"	22	120594	18.2
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2019"	"2019"	"60-64 years "	"60-64"	18	365497	4.9
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2019"	"2019"	"65-69 years"	"65-69"	25	303532	8.2
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2019"	"2019"	"70-74 years"	"70-74"	19	227595	8.3
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2019"	"2019"	"75-79 years"	"75-79"	16	158494	10.1
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2019"	"2019"	"80-84 years"	"80-84"	18	107516	16.7
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2019"	"2019"	"85+ years"	"85+"	35	122175	28.6
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2019"	"2019"	"60-64 years "	"60-64"	17	188385	9.0
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2017"	"2017"	"50-54 years"	"50-54"	17	397301	4.3
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2017"	"2017"	"55-59 years"	"55-59"	21	431989	4.9
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2017"	"2017"	"60-64 years "	"60-64"	20	391559	5.1
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2017"	"2017"	"65-69 years"	"65-69"	19	327448	5.8
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2017"	"2017"	"75-79 years"	"75-79"	25	175725	14.2
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2017"	"2017"	"80-84 years"	"80-84"	23	121290	19.0
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2017"	"2017"	"85+ years"	"85+"	20	131070	15.3
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2019"	"2019"	"55-59 years"	"55-59"	20	425989	4.7
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2019"	"2019"	"65-69 years"	"65-69"	20	339736	5.9
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2019"	"2019"	"70-74 years"	"70-74"	27	270076	10.0
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2019"	"2019"	"75-79 years"	"75-79"	28	191852	14.6
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2019"	"2019"	"80-84 years"	"80-84"	18	126297	14.3
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2019"	"2019"	"85+ years"	"85+"	35	133723	26.2
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2017"	"2017"	"55-59 years"	"55-59"	21	646855	3.2
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2017"	"2017"	"60-64 years "	"60-64"	25	558060	4.5
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2017"	"2017"	"65-69 years"	"65-69"	21	447489	4.7
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2017"	"2017"	"70-74 years"	"70-74"	18	349125	5.2
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2017"	"2017"	"75-79 years"	"75-79"	41	239816	17.1
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2017"	"2017"	"80-84 years"	"80-84"	20	170143	11.8
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2017"	"2017"	"85+ years"	"85+"	47	202609	23.2
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2019"	"2019"	"60-64 years "	"60-64"	16	581090	2.8
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2019"	"2019"	"65-69 years"	"65-69"	20	461753	4.3
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2019"	"2019"	"70-74 years"	"70-74"	31	372896	8.3
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2019"	"2019"	"75-79 years"	"75-79"	28	262470	10.7
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2019"	"2019"	"80-84 years"	"80-84"	20	176875	11.3
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2019"	"2019"	"85+ years"	"85+"	48	202189	23.7
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2017"	"2017"	"55-59 years"	"55-59"	28	1364642	2.1
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2017"	"2017"	"60-64 years "	"60-64"	39	1213959	3.2
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2017"	"2017"	"65-69 years"	"65-69"	48	1010757	4.7
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2017"	"2017"	"70-74 years"	"70-74"	42	764860	5.5
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2017"	"2017"	"75-79 years"	"75-79"	51	535142	9.5
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2017"	"2017"	"80-84 years"	"80-84"	51	382436	13.3
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2017"	"2017"	"85+ years"	"85+"	98	454986	21.5
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"50-54 years"	"50-54"	23	1275165	1.8
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"55-59 years"	"55-59"	22	1349292	1.6
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"60-64 years "	"60-64"	34	1248924	2.7
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"65-69 years"	"65-69"	42	1034161	4.1
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"70-74 years"	"70-74"	33	829489	4.0
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"75-79 years"	"75-79"	41	578496	7.1
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"80-84 years"	"80-84"	56	398643	14.0
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"85+ years"	"85+"	83	460326	18.0
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"50-54 years"	"50-54"	16	687085	2.3
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"55-59 years"	"55-59"	18	689093	2.6
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"60-64 years "	"60-64"	29	632049	4.6
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"65-69 years"	"65-69"	37	551754	6.7
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"70-74 years"	"70-74"	36	428246	8.4
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"75-79 years"	"75-79"	36	280125	12.9
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"80-84 years"	"80-84"	23	186376	12.3
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"85+ years"	"85+"	37	181762	20.4
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"55-59 years"	"55-59"	24	703387	3.4
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"60-64 years "	"60-64"	27	658514	4.1
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"65-69 years"	"65-69"	37	573824	6.4
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"70-74 years"	"70-74"	39	473144	8.2
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"75-79 years"	"75-79"	44	316704	13.9
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"80-84 years"	"80-84"	37	199018	18.6
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"85+ years"	"85+"	50	189574	26.4
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"50-54 years"	"50-54"	25	775561	3.2
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"55-59 years"	"55-59"	31	836054	3.7
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"60-64 years "	"60-64"	29	775066	3.7
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"65-69 years"	"65-69"	69	646225	10.7
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"70-74 years"	"70-74"	42	472953	8.9
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"75-79 years"	"75-79"	47	333009	14.1
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"80-84 years"	"80-84"	60	231924	25.9
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"85+ years"	"85+"	46	256244	18.0
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"50-54 years"	"50-54"	19	734143	2.6
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"55-59 years"	"55-59"	21	808275	2.6
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"60-64 years "	"60-64"	41	796149	5.1
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"65-69 years"	"65-69"	48	666411	7.2
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"70-74 years"	"70-74"	47	522655	9.0
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"75-79 years"	"75-79"	36	357520	10.1
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"80-84 years"	"80-84"	49	242655	20.2
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"85+ years"	"85+"	56	254761	22.0
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2017"	"2017"	"65-69 years"	"65-69"	16	196466	8.1
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2017"	"2017"	"85+ years"	"85+"	20	72121	27.7
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2017"	"2017"	"65-69 years"	"65-69"	17	247490	6.9
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2017"	"2017"	"75-79 years"	"75-79"	19	117936	16.1
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2017"	"2017"	"80-84 years"	"80-84"	19	75347	25.2
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2017"	"2017"	"85+ years"	"85+"	23	83799	27.4
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2019"	"2019"	"70-74 years"	"70-74"	16	205485	7.8
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2019"	"2019"	"85+ years"	"85+"	21	84491	24.9
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"50-54 years"	"50-54"	24	879182	2.7
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"55-59 years"	"55-59"	26	937082	2.8
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"60-64 years "	"60-64"	46	873871	5.3
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"65-69 years"	"65-69"	44	726979	6.1
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"70-74 years"	"70-74"	49	551549	8.9
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"75-79 years"	"75-79"	48	385496	12.5
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"80-84 years"	"80-84"	53	279091	19.0
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"85+ years"	"85+"	82	335843	24.4
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"55-59 years"	"55-59"	22	909729	2.4
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"60-64 years "	"60-64"	42	895409	4.7
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"65-69 years"	"65-69"	52	756122	6.9
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"70-74 years"	"70-74"	41	598719	6.8
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"75-79 years"	"75-79"	51	419977	12.1
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"80-84 years"	"80-84"	65	288025	22.6
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"85+ years"	"85+"	79	331328	23.8
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2017"	"2017"	"60-64 years "	"60-64"	16	326564	4.9
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2017"	"2017"	"70-74 years"	"70-74"	18	235033	7.7
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2017"	"2017"	"75-79 years"	"75-79"	20	150781	13.3
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2017"	"2017"	"85+ years"	"85+"	16	86602	18.5
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2019"	"2019"	"65-69 years"	"65-69"	20	309333	6.5
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2019"	"2019"	"70-74 years"	"70-74"	18	261781	6.9
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2019"	"2019"	"75-79 years"	"75-79"	19	173377	11.0
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2019"	"2019"	"80-84 years"	"80-84"	19	102344	18.6
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2019"	"2019"	"85+ years"	"85+"	16	91539	17.5
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"55-59 years"	"55-59"	17	454035	3.7
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"60-64 years "	"60-64"	25	421578	5.9
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"65-69 years"	"65-69"	25	363387	6.9
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"70-74 years"	"70-74"	35	281489	12.4
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"75-79 years"	"75-79"	28	189168	14.8
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"80-84 years"	"80-84"	30	122482	24.5
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"85+ years"	"85+"	31	118615	26.1
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	"60-64 years "	"60-64"	22	434110	5.1
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	"65-69 years"	"65-69"	26	373554	7.0
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	"70-74 years"	"70-74"	33	308071	10.7
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	"75-79 years"	"75-79"	29	209305	13.9
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	"80-84 years"	"80-84"	25	130964	19.1
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	"85+ years"	"85+"	31	121987	25.4
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2017"	"2017"	"40-44 years"	"40-44"	20	1826022	1.1
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2017"	"2017"	"45-49 years"	"45-49"	27	1819660	1.5
