"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	230	9451066	2.2	2.4
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	96	5274812	1.4	1.8
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	"Male"	"M"	156	5000946	3.0	3.1
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	102	5393755	1.4	1.9
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	188	5107629	3.5	3.7
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	131	5949075	1.6	2.2
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	253	5716631	3.9	4.4
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	133	5962634	1.6	2.2
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	218	5733873	3.3	3.8
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	33	1984912	1.4	1.7
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	85	1948690	4.2	4.4
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	27	1999160	1.1	1.4
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	76	1961516	3.7	3.9
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	42	2091485	1.5	2.0
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	91	2055809	3.8	4.4
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	43	2126006	1.5	2.0
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	66	2090110	2.7	3.2
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	148	6528507	1.6	2.3
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	257	6266172	3.5	4.1
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	133	6526489	1.4	2.0
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	255	6272394	3.3	4.1
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	20	513670	3.6	3.9
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	22	514961	3.8	4.3
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	40	2588374	1.2	1.5
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	87	2438728	3.2	3.6
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	40	2659704	1.1	1.5
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	87	2497998	2.9	3.5
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	17	440841	3.7	3.9
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	80	3438006	1.8	2.3
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	"Male"	"M"	133	3276742	3.6	4.1
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	82	3498429	2.0	2.3
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	"Male"	"M"	136	3331896	3.7	4.1
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	154	14238026	1.0	1.1
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	341	14052998	2.8	2.4
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	150	14591903	0.9	1.0
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	334	14394891	2.5	2.3
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	17	1540562	1.2	1.1
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	51	1562978	4.0	3.3
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	33	1589845	2.2	2.1
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2019"	"2019"	"Male"	"M"	43	1613538	3.5	2.7
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	68	4302531	1.3	1.6
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	122	4168480	2.9	2.9
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	68	4345858	1.2	1.6
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	142	4210784	3.2	3.4
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2017"	"2017"	"Female"	"F"	70	3712553	1.5	1.9
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2017"	"2017"	"Male"	"M"	122	3715398	3.1	3.3
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	63	3802546	1.3	1.7
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	142	3811478	3.5	3.7
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2017"	"2017"	"Female"	"F"	30	918498	2.0	3.3
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2017"	"2017"	"Male"	"M"	41	900185	4.0	4.6
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	22	906103	1.8	2.4
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2019"	"2019"	"Male"	"M"	40	889160	3.4	4.5
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2017"	"2017"	"Female"	"F"	44	2911984	1.1	1.5
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2017"	"2017"	"Male"	"M"	109	2881163	3.3	3.8
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	62	2925732	1.5	2.1
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2019"	"2019"	"Male"	"M"	109	2898849	3.1	3.8
	"Myeloma"	"34000"	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	102	2517486	2.9	4.1
	"Myeloma"	"34000"	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	106	2360503	4.0	4.5
	"Myeloma"	"34000"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	97	2536133	2.8	3.8
	"Myeloma"	"34000"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	127	2371832	4.5	5.4
	"Myeloma"	"34000"	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	103	3545316	2.1	2.9
	"Myeloma"	"34000"	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	157	3502772	3.7	4.5
	"Myeloma"	"34000"	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	102	3669041	1.9	2.8
	"Myeloma"	"34000"	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	141	3622802	3.2	3.9
	"Myeloma"	"34000"	"Arkansas"	"05"	"2017"	"2017"	"Female"	"F"	49	1527948	2.3	3.2
	"Myeloma"	"34000"	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	71	1475907	4.3	4.8
	"Myeloma"	"34000"	"Arkansas"	"05"	"2019"	"2019"	"Female"	"F"	57	1538076	2.6	3.7
	"Myeloma"	"34000"	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	69	1482909	3.9	4.7
	"Myeloma"	"34000"	"California"	"06"	"2017"	"2017"	"Female"	"F"	525	19783962	2.2	2.7
	"Myeloma"	"34000"	"California"	"06"	"2017"	"2017"	"Male"	"M"	687	19553823	3.7	3.5
	"Myeloma"	"34000"	"California"	"06"	"2019"	"2019"	"Female"	"F"	554	19829085	2.2	2.8
	"Myeloma"	"34000"	"California"	"06"	"2019"	"2019"	"Male"	"M"	710	19608525	3.6	3.6
	"Myeloma"	"34000"	"Colorado"	"08"	"2017"	"2017"	"Female"	"F"	66	2789649	2.1	2.4
	"Myeloma"	"34000"	"Colorado"	"08"	"2017"	"2017"	"Male"	"M"	112	2827772	4.4	4.0
	"Myeloma"	"34000"	"Colorado"	"08"	"2019"	"2019"	"Female"	"F"	80	2857610	2.3	2.8
	"Myeloma"	"34000"	"Colorado"	"08"	"2019"	"2019"	"Male"	"M"	108	2900876	4.0	3.7
	"Myeloma"	"34000"	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	46	1831503	1.7	2.5
	"Myeloma"	"34000"	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	74	1743821	3.9	4.2
	"Myeloma"	"34000"	"Connecticut"	"09"	"2019"	"2019"	"Female"	"F"	49	1826990	1.8	2.7
	"Myeloma"	"34000"	"Connecticut"	"09"	"2019"	"2019"	"Male"	"M"	75	1739032	3.5	4.3
	"Myeloma"	"34000"	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	26	494606	3.5	5.3
	"Myeloma"	"34000"	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	20	463336	3.3	4.3
	"Myeloma"	"34000"	"Delaware"	"10"	"2019"	"2019"	"Female"	"F"	23	504571	3.1	4.6
	"Myeloma"	"34000"	"Delaware"	"10"	"2019"	"2019"	"Male"	"M"	23	472097	4.1	4.9
	"Myeloma"	"34000"	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	18	330743	7.0	5.4
	"Myeloma"	"34000"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	405	10720663	2.3	3.8
	"Myeloma"	"34000"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	474	10256426	3.3	4.6
	"Myeloma"	"34000"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	408	10987074	2.2	3.7
	"Myeloma"	"34000"	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	538	10504982	3.5	5.1
	"Myeloma"	"34000"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	166	5349075	2.8	3.1
	"Myeloma"	"34000"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	217	5067956	4.8	4.3
	"Myeloma"	"34000"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	185	5462335	2.8	3.4
	"Myeloma"	"34000"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	205	5165685	4.1	4.0
	"Myeloma"	"34000"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	18	710227	1.5	2.5
	"Myeloma"	"34000"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	28	715536	3.1	3.9
	"Myeloma"	"34000"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	27	709196	2.9	3.8
	"Myeloma"	"34000"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	30	858030	2.9	3.5
	"Myeloma"	"34000"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	48	861715	5.6	5.6
	"Myeloma"	"34000"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	24	891995	2.2	2.7
	"Myeloma"	"34000"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	32	897065	3.4	3.6
	"Myeloma"	"34000"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	224	6501339	2.6	3.4
	"Myeloma"	"34000"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	255	6278554	4.0	4.1
	"Myeloma"	"34000"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	232	6443120	2.6	3.6
	"Myeloma"	"34000"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	251	6223897	3.8	4.0
	"Myeloma"	"34000"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	103	3378096	2.3	3.0
	"Myeloma"	"34000"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	156	3283972	4.8	4.8
	"Myeloma"	"34000"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	123	3411571	2.7	3.6
	"Myeloma"	"34000"	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	159	3319439	4.6	4.8
	"Myeloma"	"34000"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	84	1579862	3.7	5.3
	"Myeloma"	"34000"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	79	1563872	4.5	5.1
	"Myeloma"	"34000"	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	57	1586636	2.5	3.6
	"Myeloma"	"34000"	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	61	1572960	3.3	3.9
	"Myeloma"	"34000"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	41	1460476	2.2	2.8
	"Myeloma"	"34000"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	61	1450416	4.2	4.2
	"Myeloma"	"34000"	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	50	1462080	2.4	3.4
	"Myeloma"	"34000"	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	67	1450555	4.3	4.6
	"Myeloma"	"34000"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	74	2260311	2.4	3.3
	"Myeloma"	"34000"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	101	2195279	4.2	4.6
	"Myeloma"	"34000"	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	77	2269036	2.4	3.4
	"Myeloma"	"34000"	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	106	2203309	4.5	4.8
	"Myeloma"	"34000"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	94	2390634	3.0	3.9
	"Myeloma"	"34000"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	108	2283039	4.9	4.7
	"Myeloma"	"34000"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	83	2385969	2.6	3.5
	"Myeloma"	"34000"	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	118	2272316	4.9	5.2
	"Myeloma"	"34000"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	25	681559	2.1	3.7
	"Myeloma"	"34000"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	43	654184	5.0	6.6
	"Myeloma"	"34000"	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	34	686674	2.8	5.0
	"Myeloma"	"34000"	"Maine"	"23"	"2019"	"2019"	"Male"	"M"	33	659096	3.4	5.0
	"Myeloma"	"34000"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	120	3106751	3.0	3.9
	"Myeloma"	"34000"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	138	2921435	4.5	4.7
	"Myeloma"	"34000"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	136	3122480	3.2	4.4
	"Myeloma"	"34000"	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	131	2932474	4.2	4.5
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	121	3532606	2.4	3.4
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	129	3330954	3.6	3.9
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	95	3548380	1.8	2.7
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	149	3346503	3.9	4.5
	"Myeloma"	"34000"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	227	5064544	3.1	4.5
	"Myeloma"	"34000"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	240	4912208	4.3	4.9
	"Myeloma"	"34000"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	206	5066743	2.8	4.1
	"Myeloma"	"34000"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	250	4918052	4.3	5.1
	"Myeloma"	"34000"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	88	2796520	2.4	3.1
	"Myeloma"	"34000"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	101	2772763	3.5	3.6
	"Myeloma"	"34000"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	85	2830663	2.3	3.0
	"Myeloma"	"34000"	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	110	2809390	3.5	3.9
	"Myeloma"	"34000"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	61	1539672	3.1	4.0
	"Myeloma"	"34000"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	84	1451002	5.6	5.8
	"Myeloma"	"34000"	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	59	1534587	2.9	3.8
	"Myeloma"	"34000"	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	61	1443640	3.9	4.2
	"Myeloma"	"34000"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	111	3111381	2.5	3.6
	"Myeloma"	"34000"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	129	3000001	3.9	4.3
	"Myeloma"	"34000"	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	106	3127846	2.3	3.4
	"Myeloma"	"34000"	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	155	3012629	4.4	5.1
	"Myeloma"	"34000"	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	23	523400	3.0	4.4
	"Myeloma"	"34000"	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	21	530462	3.3	4.0
	"Myeloma"	"34000"	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	33	538637	5.0	6.1
	"Myeloma"	"34000"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	31	960422	2.3	3.2
	"Myeloma"	"34000"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	38	956576	3.8	4.0
	"Myeloma"	"34000"	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	35	967601	2.6	3.6
	"Myeloma"	"34000"	"Nebraska"	"31"	"2019"	"2019"	"Male"	"M"	38	964970	3.7	3.9
	"Myeloma"	"34000"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	28	1480860	1.7	1.9
	"Myeloma"	"34000"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	50	1491237	3.2	3.4
	"Myeloma"	"34000"	"Nevada"	"32"	"2019"	"2019"	"Female"	"F"	40	1541266	2.1	2.6
	"Myeloma"	"34000"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	62	1549505	3.5	4.0
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	22	681670	2.4	3.2
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	32	668725	4.0	4.8
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	20	686814	1.8	2.9
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	37	673969	4.0	5.5
	"Myeloma"	"34000"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	158	4547537	2.5	3.5
	"Myeloma"	"34000"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	166	4340610	3.6	3.8
	"Myeloma"	"34000"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	157	4545698	2.4	3.5
	"Myeloma"	"34000"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	183	4345560	3.7	4.2
	"Myeloma"	"34000"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	29	1056754	2.1	2.7
	"Myeloma"	"34000"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	49	1036090	3.9	4.7
	"Myeloma"	"34000"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	34	1060654	2.3	3.2
	"Myeloma"	"34000"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	51	1038980	4.0	4.9
	"Myeloma"	"34000"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	350	10080806	2.4	3.5
	"Myeloma"	"34000"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	378	9513043	3.6	4.0
	"Myeloma"	"34000"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	285	10012065	1.9	2.8
	"Myeloma"	"34000"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	375	9451066	3.4	4.0
	"Myeloma"	"34000"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	200	5274812	2.9	3.8
	"Myeloma"	"34000"	"North Carolina"	"37"	"2017"	"2017"	"Male"	"M"	231	5000946	4.4	4.6
	"Myeloma"	"34000"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	217	5393755	2.9	4.0
	"Myeloma"	"34000"	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	260	5107629	4.7	5.1
	"Myeloma"	"34000"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	208	5949075	2.5	3.5
	"Myeloma"	"34000"	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	325	5716631	5.0	5.7
	"Myeloma"	"34000"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	230	5962634	2.7	3.9
	"Myeloma"	"34000"	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	267	5733873	4.0	4.7
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	72	1984912	2.9	3.6
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	70	1948690	3.5	3.6
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	78	1999160	3.0	3.9
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	91	1961516	4.5	4.6
	"Myeloma"	"34000"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	71	2091485	2.4	3.4
	"Myeloma"	"34000"	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	96	2055809	4.2	4.7
	"Myeloma"	"34000"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	73	2126006	2.4	3.4
	"Myeloma"	"34000"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	86	2090110	3.6	4.1
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	262	6528507	2.6	4.0
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	305	6266172	4.1	4.9
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	258	6526489	2.5	4.0
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	311	6272394	4.0	5.0
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	19	542884	2.1	3.5
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	21	513670	3.4	4.1
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	29	514961	4.5	5.6
	"Myeloma"	"34000"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	119	2588374	3.4	4.6
	"Myeloma"	"34000"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	134	2438728	4.8	5.5
	"Myeloma"	"34000"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	116	2659704	3.1	4.4
	"Myeloma"	"34000"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	137	2497998	4.6	5.5
	"Myeloma"	"34000"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	19	432891	3.3	4.4
	"Myeloma"	"34000"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	24	440841	5.0	5.4
	"Myeloma"	"34000"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	24	447574	4.7	5.4
	"Myeloma"	"34000"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	105	3438006	2.3	3.1
	"Myeloma"	"34000"	"Tennessee"	"47"	"2017"	"2017"	"Male"	"M"	168	3276742	4.9	5.1
	"Myeloma"	"34000"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	118	3498429	2.5	3.4
	"Myeloma"	"34000"	"Tennessee"	"47"	"2019"	"2019"	"Male"	"M"	169	3331896	4.4	5.1
	"Myeloma"	"34000"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	379	14238026	2.5	2.7
	"Myeloma"	"34000"	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	536	14052998	4.6	3.8
	"Myeloma"	"34000"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	380	14591903	2.4	2.6
	"Myeloma"	"34000"	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	476	14394891	3.7	3.3
	"Myeloma"	"34000"	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	30	1540562	2.2	1.9
	"Myeloma"	"34000"	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	45	1562978	3.9	2.9
	"Myeloma"	"34000"	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	35	1589845	2.4	2.2
	"Myeloma"	"34000"	"Utah"	"49"	"2019"	"2019"	"Male"	"M"	47	1613538	3.8	2.9
	"Myeloma"	"34000"	"Vermont"	"50"	"2019"	"2019"	"Male"	"M"	19	308308	4.5	6.2
	"Myeloma"	"34000"	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	150	4302531	2.7	3.5
	"Myeloma"	"34000"	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	178	4168480	4.2	4.3
	"Myeloma"	"34000"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	135	4345858	2.3	3.1
	"Myeloma"	"34000"	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	190	4210784	4.3	4.5
	"Myeloma"	"34000"	"Washington"	"53"	"2017"	"2017"	"Female"	"F"	113	3712553	2.5	3.0
	"Myeloma"	"34000"	"Washington"	"53"	"2017"	"2017"	"Male"	"M"	131	3715398	3.6	3.5
	"Myeloma"	"34000"	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	118	3802546	2.4	3.1
	"Myeloma"	"34000"	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	152	3811478	3.8	4.0
	"Myeloma"	"34000"	"West Virginia"	"54"	"2017"	"2017"	"Female"	"F"	34	918498	2.3	3.7
	"Myeloma"	"34000"	"West Virginia"	"54"	"2017"	"2017"	"Male"	"M"	47	900185	4.0	5.2
	"Myeloma"	"34000"	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	35	906103	2.4	3.9
	"Myeloma"	"34000"	"West Virginia"	"54"	"2019"	"2019"	"Male"	"M"	43	889160	3.7	4.8
