"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Age-Adjusted Rate Lower 95% Confidence Interval	Age-Adjusted Rate Upper 95% Confidence Interval	Age-Adjusted Rate Standard Error
	"Other Female Genital Organs"	"27070"	"Oregon"	"41"	"2017"	"2017"	16	2091485	0.5	0.3	0.9	0.1
	"Other Female Genital Organs"	"27070"	"Oregon"	"41"	"2019"	"2019"	28	2126006	0.9	0.6	1.4	0.2
	"Other Female Genital Organs"	"27070"	"Pennsylvania"	"42"	"2017"	"2017"	53	6528507	0.5	0.4	0.7	0.1
	"Other Female Genital Organs"	"27070"	"Pennsylvania"	"42"	"2019"	"2019"	51	6526489	0.5	0.4	0.7	0.1
	"Other Female Genital Organs"	"27070"	"South Carolina"	"45"	"2017"	"2017"	19	2588374	0.5	0.3	0.8	0.1
	"Other Female Genital Organs"	"27070"	"South Carolina"	"45"	"2019"	"2019"	23	2659704	0.6	0.4	0.9	0.1
	"Other Female Genital Organs"	"27070"	"Tennessee"	"47"	"2019"	"2019"	17	3498429	0.4	0.2	0.6	0.1
	"Other Female Genital Organs"	"27070"	"Texas"	"48"	"2017"	"2017"	48	14238026	0.3	0.2	0.4	0.0
	"Other Female Genital Organs"	"27070"	"Texas"	"48"	"2019"	"2019"	48	14591903	0.3	0.2	0.4	0.0
	"Other Female Genital Organs"	"27070"	"Virginia"	"51"	"2019"	"2019"	25	4345858	0.4	0.3	0.6	0.1
	"Other Female Genital Organs"	"27070"	"Washington"	"53"	"2017"	"2017"	17	3712553	0.4	0.2	0.6	0.1
	"Other Female Genital Organs"	"27070"	"Washington"	"53"	"2019"	"2019"	26	3802546	0.5	0.3	0.8	0.1
	"Other Female Genital Organs"	"27070"	"Wisconsin"	"55"	"2017"	"2017"	21	2911984	0.5	0.3	0.9	0.1
	"Other Female Genital Organs"	"27070"	"Wisconsin"	"55"	"2019"	"2019"	16	2925732	0.4	0.2	0.6	0.1
	"Male Genital System"	"28010-28040"	"Alabama"	"01"	"2017"	"2017"	474	2360503	19.6	17.8	21.5	0.9
	"Male Genital System"	"28010-28040"	"Alabama"	"01"	"2019"	"2019"	527	2371832	20.3	18.6	22.2	0.9
	"Male Genital System"	"28010-28040"	"Alaska"	"02"	"2017"	"2017"	42	386986	17.6	12.3	24.2	3.0
	"Male Genital System"	"28010-28040"	"Alaska"	"02"	"2019"	"2019"	67	382813	25.2	19.1	32.4	3.3
	"Male Genital System"	"28010-28040"	"Arizona"	"04"	"2017"	"2017"	681	3502772	17.0	15.8	18.4	0.7
	"Male Genital System"	"28010-28040"	"Arizona"	"04"	"2019"	"2019"	753	3622802	17.2	15.9	18.4	0.6
	"Male Genital System"	"28010-28040"	"Arkansas"	"05"	"2017"	"2017"	274	1475907	17.7	15.6	19.9	1.1
	"Male Genital System"	"28010-28040"	"Arkansas"	"05"	"2019"	"2019"	347	1482909	21.0	18.8	23.4	1.1
	"Male Genital System"	"28010-28040"	"California"	"06"	"2017"	"2017"	3601	19553823	19.9	19.3	20.6	0.3
	"Male Genital System"	"28010-28040"	"California"	"06"	"2019"	"2019"	3717	19608525	19.6	19.0	20.2	0.3
	"Male Genital System"	"28010-28040"	"Colorado"	"08"	"2017"	"2017"	518	2827772	22.1	20.2	24.1	1.0
	"Male Genital System"	"28010-28040"	"Colorado"	"08"	"2019"	"2019"	539	2900876	20.6	18.9	22.5	0.9
	"Male Genital System"	"28010-28040"	"Connecticut"	"09"	"2017"	"2017"	380	1743821	19.4	17.5	21.5	1.0
	"Male Genital System"	"28010-28040"	"Connecticut"	"09"	"2019"	"2019"	393	1739032	19.3	17.4	21.3	1.0
	"Male Genital System"	"28010-28040"	"Delaware"	"10"	"2017"	"2017"	84	463336	15.2	12.0	18.9	1.7
	"Male Genital System"	"28010-28040"	"Delaware"	"10"	"2019"	"2019"	110	472097	18.7	15.3	22.7	1.8
	"Male Genital System"	"28010-28040"	"District of Columbia"	"11"	"2017"	"2017"	58	330743	22.6	17.1	29.3	3.0
	"Male Genital System"	"28010-28040"	"District of Columbia"	"11"	"2019"	"2019"	63	335860	22.6	17.3	29.0	2.9
	"Male Genital System"	"28010-28040"	"Florida"	"12"	"2017"	"2017"	2462	10256426	17.2	16.5	17.9	0.3
	"Male Genital System"	"28010-28040"	"Florida"	"12"	"2019"	"2019"	2521	10504982	16.4	15.8	17.1	0.3
	"Male Genital System"	"28010-28040"	"Georgia"	"13"	"2017"	"2017"	913	5067956	21.9	20.4	23.4	0.8
	"Male Genital System"	"28010-28040"	"Georgia"	"13"	"2019"	"2019"	986	5165685	21.5	20.1	22.9	0.7
	"Male Genital System"	"28010-28040"	"Hawaii"	"15"	"2017"	"2017"	132	715536	14.9	12.4	17.7	1.3
	"Male Genital System"	"28010-28040"	"Hawaii"	"15"	"2019"	"2019"	110	709196	12.1	9.9	14.7	1.2
	"Male Genital System"	"28010-28040"	"Idaho"	"16"	"2017"	"2017"	166	861715	20.2	17.2	23.6	1.6
	"Male Genital System"	"28010-28040"	"Idaho"	"16"	"2019"	"2019"	184	897065	19.8	17.0	23.0	1.5
	"Male Genital System"	"28010-28040"	"Illinois"	"17"	"2017"	"2017"	1307	6278554	21.2	20.0	22.4	0.6
	"Male Genital System"	"28010-28040"	"Illinois"	"17"	"2019"	"2019"	1236	6223897	19.2	18.1	20.3	0.6
	"Male Genital System"	"28010-28040"	"Indiana"	"18"	"2017"	"2017"	607	3283972	19.3	17.8	20.9	0.8
	"Male Genital System"	"28010-28040"	"Indiana"	"18"	"2019"	"2019"	671	3319439	20.1	18.6	21.7	0.8
	"Male Genital System"	"28010-28040"	"Iowa"	"19"	"2017"	"2017"	360	1563872	20.8	18.7	23.1	1.1
	"Male Genital System"	"28010-28040"	"Iowa"	"19"	"2019"	"2019"	362	1572960	20.2	18.2	22.4	1.1
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2017"	"2017"	280	1450416	18.8	16.6	21.2	1.1
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	"2019"	"2019"	289	1450555	18.6	16.5	20.9	1.1
	"Male Genital System"	"28010-28040"	"Kentucky"	"21"	"2017"	"2017"	421	2195279	19.8	17.9	21.9	1.0
	"Male Genital System"	"28010-28040"	"Kentucky"	"21"	"2019"	"2019"	378	2203309	16.6	14.9	18.4	0.9
	"Male Genital System"	"28010-28040"	"Louisiana"	"22"	"2017"	"2017"	469	2283039	21.6	19.6	23.7	1.0
	"Male Genital System"	"28010-28040"	"Louisiana"	"22"	"2019"	"2019"	441	2272316	19.3	17.5	21.3	0.9
	"Male Genital System"	"28010-28040"	"Maine"	"23"	"2017"	"2017"	170	654184	20.0	17.0	23.3	1.6
	"Male Genital System"	"28010-28040"	"Maine"	"23"	"2019"	"2019"	166	659096	18.3	15.6	21.4	1.4
	"Male Genital System"	"28010-28040"	"Maryland"	"24"	"2017"	"2017"	565	2921435	20.0	18.3	21.7	0.9
	"Male Genital System"	"28010-28040"	"Maryland"	"24"	"2019"	"2019"	632	2932474	21.2	19.6	23.0	0.9
	"Male Genital System"	"28010-28040"	"Massachusetts"	"25"	"2017"	"2017"	657	3330954	18.8	17.3	20.3	0.7
	"Male Genital System"	"28010-28040"	"Massachusetts"	"25"	"2019"	"2019"	664	3346503	18.4	17.0	19.8	0.7
	"Male Genital System"	"28010-28040"	"Michigan"	"26"	"2017"	"2017"	944	4912208	18.0	16.8	19.2	0.6
	"Male Genital System"	"28010-28040"	"Michigan"	"26"	"2019"	"2019"	1010	4918052	18.3	17.2	19.5	0.6
	"Male Genital System"	"28010-28040"	"Minnesota"	"27"	"2017"	"2017"	596	2772763	21.0	19.3	22.7	0.9
	"Male Genital System"	"28010-28040"	"Minnesota"	"27"	"2019"	"2019"	612	2809390	20.3	18.7	22.0	0.8
	"Male Genital System"	"28010-28040"	"Mississippi"	"28"	"2017"	"2017"	384	1451002	27.3	24.5	30.2	1.4
	"Male Genital System"	"28010-28040"	"Mississippi"	"28"	"2019"	"2019"	371	1443640	24.8	22.3	27.6	1.3
	"Male Genital System"	"28010-28040"	"Missouri"	"29"	"2017"	"2017"	555	3000001	17.3	15.9	18.9	0.7
	"Male Genital System"	"28010-28040"	"Missouri"	"29"	"2019"	"2019"	636	3012629	19.1	17.6	20.6	0.8
	"Male Genital System"	"28010-28040"	"Montana"	"30"	"2017"	"2017"	164	530462	27.1	23.1	31.7	2.2
	"Male Genital System"	"28010-28040"	"Montana"	"30"	"2019"	"2019"	141	538637	21.4	18.0	25.4	1.8
	"Male Genital System"	"28010-28040"	"Nebraska"	"31"	"2017"	"2017"	183	956576	18.7	16.1	21.7	1.4
	"Male Genital System"	"28010-28040"	"Nebraska"	"31"	"2019"	"2019"	188	964970	18.5	15.9	21.3	1.4
	"Male Genital System"	"28010-28040"	"Nevada"	"32"	"2017"	"2017"	276	1491237	18.8	16.6	21.2	1.2
	"Male Genital System"	"28010-28040"	"Nevada"	"32"	"2019"	"2019"	331	1549505	21.0	18.7	23.5	1.2
	"Male Genital System"	"28010-28040"	"New Hampshire"	"33"	"2017"	"2017"	148	668725	20.1	17.0	23.8	1.7
	"Male Genital System"	"28010-28040"	"New Hampshire"	"33"	"2019"	"2019"	176	673969	23.0	19.6	26.7	1.8
	"Male Genital System"	"28010-28040"	"New Jersey"	"34"	"2017"	"2017"	787	4340610	17.6	16.4	18.9	0.6
	"Male Genital System"	"28010-28040"	"New Jersey"	"34"	"2019"	"2019"	756	4345560	16.1	14.9	17.3	0.6
	"Male Genital System"	"28010-28040"	"New Mexico"	"35"	"2017"	"2017"	221	1036090	19.7	17.2	22.6	1.3
	"Male Genital System"	"28010-28040"	"New Mexico"	"35"	"2019"	"2019"	230	1038980	19.4	17.0	22.2	1.3
	"Male Genital System"	"28010-28040"	"New York"	"36"	"2017"	"2017"	1864	9513043	18.6	17.7	19.5	0.4
	"Male Genital System"	"28010-28040"	"New York"	"36"	"2019"	"2019"	1718	9451066	16.3	15.6	17.1	0.4
	"Male Genital System"	"28010-28040"	"North Carolina"	"37"	"2017"	"2017"	929	5000946	19.1	17.8	20.4	0.6
	"Male Genital System"	"28010-28040"	"North Carolina"	"37"	"2019"	"2019"	1056	5107629	20.2	18.9	21.5	0.6
	"Male Genital System"	"28010-28040"	"North Dakota"	"38"	"2017"	"2017"	81	387723	20.7	16.4	25.8	2.3
	"Male Genital System"	"28010-28040"	"North Dakota"	"38"	"2019"	"2019"	69	391046	16.7	13.0	21.3	2.0
	"Male Genital System"	"28010-28040"	"Ohio"	"39"	"2017"	"2017"	1258	5716631	20.2	19.1	21.4	0.6
	"Male Genital System"	"28010-28040"	"Ohio"	"39"	"2019"	"2019"	1243	5733873	19.4	18.3	20.5	0.6
	"Male Genital System"	"28010-28040"	"Oklahoma"	"40"	"2017"	"2017"	401	1948690	20.8	18.8	22.9	1.1
	"Male Genital System"	"28010-28040"	"Oklahoma"	"40"	"2019"	"2019"	426	1961516	20.8	18.8	22.9	1.0
	"Male Genital System"	"28010-28040"	"Oregon"	"41"	"2017"	"2017"	455	2055809	20.4	18.5	22.4	1.0
	"Male Genital System"	"28010-28040"	"Oregon"	"41"	"2019"	"2019"	481	2090110	20.5	18.7	22.4	0.9
	"Male Genital System"	"28010-28040"	"Pennsylvania"	"42"	"2017"	"2017"	1375	6266172	18.7	17.8	19.8	0.5
	"Male Genital System"	"28010-28040"	"Pennsylvania"	"42"	"2019"	"2019"	1376	6272394	18.0	17.1	19.0	0.5
	"Male Genital System"	"28010-28040"	"Rhode Island"	"44"	"2017"	"2017"	117	513670	20.6	16.9	24.7	1.9
	"Male Genital System"	"28010-28040"	"Rhode Island"	"44"	"2019"	"2019"	109	514961	18.4	15.1	22.3	1.8
	"Male Genital System"	"28010-28040"	"South Carolina"	"45"	"2017"	"2017"	567	2438728	21.9	20.1	23.9	1.0
	"Male Genital System"	"28010-28040"	"South Carolina"	"45"	"2019"	"2019"	586	2497998	20.7	19.0	22.5	0.9
	"Male Genital System"	"28010-28040"	"South Dakota"	"46"	"2017"	"2017"	73	440841	16.1	12.6	20.3	1.9
	"Male Genital System"	"28010-28040"	"South Dakota"	"46"	"2019"	"2019"	91	447574	18.7	15.0	23.1	2.0
	"Male Genital System"	"28010-28040"	"Tennessee"	"47"	"2017"	"2017"	660	3276742	20.6	19.0	22.2	0.8
	"Male Genital System"	"28010-28040"	"Tennessee"	"47"	"2019"	"2019"	699	3331896	19.9	18.4	21.5	0.8
	"Male Genital System"	"28010-28040"	"Texas"	"48"	"2017"	"2017"	2010	14052998	18.4	17.6	19.2	0.4
	"Male Genital System"	"28010-28040"	"Texas"	"48"	"2019"	"2019"	2137	14394891	18.2	17.4	19.0	0.4
	"Male Genital System"	"28010-28040"	"Utah"	"49"	"2017"	"2017"	218	1562978	20.1	17.5	23.0	1.4
	"Male Genital System"	"28010-28040"	"Utah"	"49"	"2019"	"2019"	283	1613538	23.9	21.2	26.9	1.4
	"Male Genital System"	"28010-28040"	"Vermont"	"50"	"2017"	"2017"	73	308694	20.2	15.7	25.6	2.4
	"Male Genital System"	"28010-28040"	"Vermont"	"50"	"2019"	"2019"	75	308308	19.8	15.5	25.0	2.3
	"Male Genital System"	"28010-28040"	"Virginia"	"51"	"2017"	"2017"	797	4168480	20.3	18.9	21.8	0.7
	"Male Genital System"	"28010-28040"	"Virginia"	"51"	"2019"	"2019"	809	4210784	19.6	18.2	21.0	0.7
	"Male Genital System"	"28010-28040"	"Washington"	"53"	"2017"	"2017"	698	3715398	19.9	18.4	21.5	0.8
	"Male Genital System"	"28010-28040"	"Washington"	"53"	"2019"	"2019"	749	3811478	20.0	18.6	21.5	0.7
	"Male Genital System"	"28010-28040"	"West Virginia"	"54"	"2017"	"2017"	179	900185	16.5	14.1	19.2	1.3
	"Male Genital System"	"28010-28040"	"West Virginia"	"54"	"2019"	"2019"	203	889160	17.7	15.3	20.4	1.3
	"Male Genital System"	"28010-28040"	"Wisconsin"	"55"	"2017"	"2017"	653	2881163	21.3	19.7	23.0	0.8
	"Male Genital System"	"28010-28040"	"Wisconsin"	"55"	"2019"	"2019"	700	2898849	21.8	20.2	23.5	0.8
	"Male Genital System"	"28010-28040"	"Wyoming"	"56"	"2017"	"2017"	44	295879	14.1	10.1	19.0	2.2
	"Male Genital System"	"28010-28040"	"Wyoming"	"56"	"2019"	"2019"	57	295710	17.6	13.3	23.0	2.4
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	464	2360503	19.2	17.5	21.1	0.9
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	507	2371832	19.4	17.7	21.3	0.9
	"Prostate"	"28010"	"Alaska"	"02"	"2017"	"2017"	39	386986	17.0	11.7	23.6	2.9
	"Prostate"	"28010"	"Alaska"	"02"	"2019"	"2019"	65	382813	24.2	18.3	31.3	3.2
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	663	3502772	16.5	15.3	17.9	0.6
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	735	3622802	16.7	15.5	18.0	0.6
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	267	1475907	17.2	15.1	19.4	1.1
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	341	1482909	20.6	18.5	23.0	1.1
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	3468	19553823	19.3	18.6	19.9	0.3
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	3623	19608525	19.1	18.5	19.8	0.3
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	509	2827772	21.8	19.9	23.8	1.0
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	528	2900876	20.3	18.6	22.2	0.9
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	373	1743821	19.1	17.2	21.1	1.0
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	385	1739032	18.8	17.0	20.8	1.0
	"Prostate"	"28010"	"Delaware"	"10"	"2017"	"2017"	82	463336	14.8	11.7	18.5	1.7
	"Prostate"	"28010"	"Delaware"	"10"	"2019"	"2019"	108	472097	18.3	15.0	22.3	1.8
	"Prostate"	"28010"	"District of Columbia"	"11"	"2017"	"2017"	57	330743	22.3	16.8	28.9	3.0
	"Prostate"	"28010"	"District of Columbia"	"11"	"2019"	"2019"	61	335860	22.1	16.8	28.4	2.9
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	2409	10256426	16.8	16.1	17.4	0.3
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	2446	10504982	15.8	15.2	16.5	0.3
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	895	5067956	21.5	20.1	23.0	0.7
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	960	5165685	20.9	19.6	22.4	0.7
	"Prostate"	"28010"	"Hawaii"	"15"	"2017"	"2017"	128	715536	14.4	12.0	17.2	1.3
	"Prostate"	"28010"	"Hawaii"	"15"	"2019"	"2019"	109	709196	12.0	9.8	14.5	1.2
	"Prostate"	"28010"	"Idaho"	"16"	"2017"	"2017"	164	861715	20.0	17.0	23.4	1.6
	"Prostate"	"28010"	"Idaho"	"16"	"2019"	"2019"	182	897065	19.6	16.8	22.7	1.5
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	1273	6278554	20.6	19.5	21.8	0.6
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	1208	6223897	18.7	17.7	19.8	0.5
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	594	3283972	18.9	17.4	20.5	0.8
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	655	3319439	19.6	18.1	21.2	0.8
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	348	1563872	20.0	18.0	22.3	1.1
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	361	1572960	20.2	18.1	22.4	1.1
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	273	1450416	18.3	16.2	20.7	1.1
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	286	1450555	18.4	16.3	20.7	1.1
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	404	2195279	19.2	17.3	21.2	1.0
	"Prostate"	"28010"	"Kentucky"	"21"	"2019"	"2019"	365	2203309	16.1	14.4	17.9	0.9
	"Prostate"	"28010"	"Louisiana"	"22"	"2017"	"2017"	461	2283039	21.3	19.3	23.3	1.0
	"Prostate"	"28010"	"Louisiana"	"22"	"2019"	"2019"	431	2272316	18.9	17.1	20.8	0.9
	"Prostate"	"28010"	"Maine"	"23"	"2017"	"2017"	167	654184	19.7	16.7	23.0	1.6
	"Prostate"	"28010"	"Maine"	"23"	"2019"	"2019"	162	659096	17.9	15.2	21.0	1.4
	"Prostate"	"28010"	"Maryland"	"24"	"2017"	"2017"	555	2921435	19.6	18.0	21.4	0.9
	"Prostate"	"28010"	"Maryland"	"24"	"2019"	"2019"	622	2932474	20.9	19.2	22.6	0.9
	"Prostate"	"28010"	"Massachusetts"	"25"	"2017"	"2017"	640	3330954	18.2	16.8	19.7	0.7
	"Prostate"	"28010"	"Massachusetts"	"25"	"2019"	"2019"	653	3346503	18.1	16.7	19.5	0.7
	"Prostate"	"28010"	"Michigan"	"26"	"2017"	"2017"	924	4912208	17.6	16.5	18.8	0.6
	"Prostate"	"28010"	"Michigan"	"26"	"2019"	"2019"	985	4918052	17.9	16.8	19.1	0.6
	"Prostate"	"28010"	"Minnesota"	"27"	"2017"	"2017"	582	2772763	20.5	18.8	22.2	0.9
	"Prostate"	"28010"	"Minnesota"	"27"	"2019"	"2019"	592	2809390	19.6	18.1	21.3	0.8
	"Prostate"	"28010"	"Mississippi"	"28"	"2017"	"2017"	373	1451002	26.4	23.7	29.3	1.4
	"Prostate"	"28010"	"Mississippi"	"28"	"2019"	"2019"	363	1443640	24.3	21.8	27.0	1.3
	"Prostate"	"28010"	"Missouri"	"29"	"2017"	"2017"	537	3000001	16.8	15.4	18.4	0.7
	"Prostate"	"28010"	"Missouri"	"29"	"2019"	"2019"	623	3012629	18.6	17.2	20.2	0.8
	"Prostate"	"28010"	"Montana"	"30"	"2017"	"2017"	160	530462	26.3	22.3	30.8	2.1
	"Prostate"	"28010"	"Montana"	"30"	"2019"	"2019"	138	538637	20.9	17.5	24.8	1.8
	"Prostate"	"28010"	"Nebraska"	"31"	"2017"	"2017"	179	956576	18.4	15.8	21.3	1.4
	"Prostate"	"28010"	"Nebraska"	"31"	"2019"	"2019"	179	964970	17.5	15.0	20.3	1.3
	"Prostate"	"28010"	"Nevada"	"32"	"2017"	"2017"	259	1491237	17.7	15.6	20.1	1.1
	"Prostate"	"28010"	"Nevada"	"32"	"2019"	"2019"	318	1549505	20.2	18.0	22.6	1.2
	"Prostate"	"28010"	"New Hampshire"	"33"	"2017"	"2017"	147	668725	20.0	16.8	23.6	1.7
	"Prostate"	"28010"	"New Hampshire"	"33"	"2019"	"2019"	174	673969	22.6	19.3	26.4	1.7
	"Prostate"	"28010"	"New Jersey"	"34"	"2017"	"2017"	767	4340610	17.2	16.0	18.5	0.6
	"Prostate"	"28010"	"New Jersey"	"34"	"2019"	"2019"	735	4345560	15.6	14.5	16.8	0.6
	"Prostate"	"28010"	"New Mexico"	"35"	"2017"	"2017"	218	1036090	19.4	16.9	22.3	1.3
	"Prostate"	"28010"	"New Mexico"	"35"	"2019"	"2019"	222	1038980	18.6	16.2	21.3	1.3
	"Prostate"	"28010"	"New York"	"36"	"2017"	"2017"	1812	9513043	18.1	17.3	18.9	0.4
	"Prostate"	"28010"	"New York"	"36"	"2019"	"2019"	1660	9451066	15.8	15.0	16.6	0.4
	"Prostate"	"28010"	"North Carolina"	"37"	"2017"	"2017"	910	5000946	18.7	17.5	20.0	0.6
	"Prostate"	"28010"	"North Carolina"	"37"	"2019"	"2019"	1033	5107629	19.7	18.5	21.0	0.6
	"Prostate"	"28010"	"North Dakota"	"38"	"2017"	"2017"	79	387723	20.1	15.9	25.2	2.3
	"Prostate"	"28010"	"North Dakota"	"38"	"2019"	"2019"	68	391046	16.5	12.7	20.9	2.0
	"Prostate"	"28010"	"Ohio"	"39"	"2017"	"2017"	1211	5716631	19.5	18.4	20.6	0.6
	"Prostate"	"28010"	"Ohio"	"39"	"2019"	"2019"	1213	5733873	18.9	17.8	20.0	0.6
	"Prostate"	"28010"	"Oklahoma"	"40"	"2017"	"2017"	388	1948690	20.1	18.2	22.3	1.0
	"Prostate"	"28010"	"Oklahoma"	"40"	"2019"	"2019"	414	1961516	20.1	18.2	22.2	1.0
	"Prostate"	"28010"	"Oregon"	"41"	"2017"	"2017"	441	2055809	19.8	18.0	21.8	1.0
	"Prostate"	"28010"	"Oregon"	"41"	"2019"	"2019"	470	2090110	20.0	18.2	21.9	0.9
	"Prostate"	"28010"	"Pennsylvania"	"42"	"2017"	"2017"	1347	6266172	18.3	17.4	19.3	0.5
	"Prostate"	"28010"	"Pennsylvania"	"42"	"2019"	"2019"	1350	6272394	17.7	16.7	18.7	0.5
	"Prostate"	"28010"	"Rhode Island"	"44"	"2017"	"2017"	116	513670	20.4	16.8	24.6	1.9
	"Prostate"	"28010"	"Rhode Island"	"44"	"2019"	"2019"	105	514961	17.7	14.4	21.5	1.8
	"Prostate"	"28010"	"South Carolina"	"45"	"2017"	"2017"	557	2438728	21.6	19.8	23.5	0.9
	"Prostate"	"28010"	"South Carolina"	"45"	"2019"	"2019"	569	2497998	20.0	18.3	21.8	0.9
	"Prostate"	"28010"	"South Dakota"	"46"	"2017"	"2017"	71	440841	15.7	12.2	19.8	1.9
	"Prostate"	"28010"	"South Dakota"	"46"	"2019"	"2019"	86	447574	17.7	14.1	21.9	1.9
	"Prostate"	"28010"	"Tennessee"	"47"	"2017"	"2017"	644	3276742	20.1	18.5	21.7	0.8
	"Prostate"	"28010"	"Tennessee"	"47"	"2019"	"2019"	685	3331896	19.5	18.0	21.1	0.8
	"Prostate"	"28010"	"Texas"	"48"	"2017"	"2017"	1938	14052998	17.9	17.0	18.7	0.4
	"Prostate"	"28010"	"Texas"	"48"	"2019"	"2019"	2063	14394891	17.6	16.9	18.4	0.4
	"Prostate"	"28010"	"Utah"	"49"	"2017"	"2017"	212	1562978	19.7	17.1	22.5	1.4
	"Prostate"	"28010"	"Utah"	"49"	"2019"	"2019"	276	1613538	23.4	20.7	26.4	1.4
	"Prostate"	"28010"	"Vermont"	"50"	"2017"	"2017"	70	308694	19.4	15.1	24.7	2.4
	"Prostate"	"28010"	"Vermont"	"50"	"2019"	"2019"	72	308308	18.9	14.7	24.0	2.3
	"Prostate"	"28010"	"Virginia"	"51"	"2017"	"2017"	775	4168480	19.8	18.4	21.2	0.7
	"Prostate"	"28010"	"Virginia"	"51"	"2019"	"2019"	796	4210784	19.2	17.9	20.6	0.7
	"Prostate"	"28010"	"Washington"	"53"	"2017"	"2017"	677	3715398	19.3	17.9	20.9	0.8
	"Prostate"	"28010"	"Washington"	"53"	"2019"	"2019"	727	3811478	19.5	18.0	21.0	0.7
	"Prostate"	"28010"	"West Virginia"	"54"	"2017"	"2017"	177	900185	16.4	14.0	19.0	1.3
	"Prostate"	"28010"	"West Virginia"	"54"	"2019"	"2019"	198	889160	17.1	14.8	19.8	1.2
	"Prostate"	"28010"	"Wisconsin"	"55"	"2017"	"2017"	641	2881163	20.9	19.3	22.6	0.8
	"Prostate"	"28010"	"Wisconsin"	"55"	"2019"	"2019"	672	2898849	20.9	19.3	22.5	0.8
	"Prostate"	"28010"	"Wyoming"	"56"	"2017"	"2017"	41	295879	13.1	9.3	18.0	2.1
	"Prostate"	"28010"	"Wyoming"	"56"	"2019"	"2019"	57	295710	17.6	13.3	23.0	2.4
	"Testis"	"28020"	"California"	"06"	"2017"	"2017"	76	19553823	0.4	0.3	0.5	0.0
	"Testis"	"28020"	"California"	"06"	"2019"	"2019"	53	19608525	0.3	0.2	0.3	0.0
	"Testis"	"28020"	"Florida"	"12"	"2017"	"2017"	25	10256426	0.2	0.1	0.3	0.0
	"Testis"	"28020"	"Florida"	"12"	"2019"	"2019"	44	10504982	0.4	0.3	0.5	0.1
	"Testis"	"28020"	"Georgia"	"13"	"2019"	"2019"	17	5165685	0.3	0.2	0.6	0.1
	"Testis"	"28020"	"Illinois"	"17"	"2017"	"2017"	18	6278554	0.3	0.2	0.5	0.1
	"Testis"	"28020"	"New York"	"36"	"2017"	"2017"	22	9513043	0.2	0.1	0.3	0.0
	"Testis"	"28020"	"New York"	"36"	"2019"	"2019"	31	9451066	0.3	0.2	0.4	0.1
	"Testis"	"28020"	"Ohio"	"39"	"2017"	"2017"	16	5716631	0.3	0.2	0.5	0.1
	"Testis"	"28020"	"Texas"	"48"	"2017"	"2017"	44	14052998	0.3	0.2	0.4	0.0
	"Testis"	"28020"	"Texas"	"48"	"2019"	"2019"	45	14394891	0.3	0.2	0.4	0.0
	"Penis"	"28030"	"California"	"06"	"2017"	"2017"	49	19553823	0.3	0.2	0.3	0.0
	"Penis"	"28030"	"California"	"06"	"2019"	"2019"	35	19608525	0.2	0.1	0.2	0.0
	"Penis"	"28030"	"Florida"	"12"	"2017"	"2017"	21	10256426	0.1	0.1	0.2	0.0
	"Penis"	"28030"	"Florida"	"12"	"2019"	"2019"	25	10504982	0.2	0.1	0.2	0.0
	"Penis"	"28030"	"New York"	"36"	"2017"	"2017"	25	9513043	0.2	0.2	0.4	0.0
	"Penis"	"28030"	"New York"	"36"	"2019"	"2019"	25	9451066	0.2	0.2	0.4	0.0
	"Penis"	"28030"	"Ohio"	"39"	"2017"	"2017"	24	5716631	0.4	0.2	0.6	0.1
