"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Ovary"	"27040"	"Kansas"	"20"	"2017"	"2017"	139	1460476	7.1	9.5
	"Ovary"	"27040"	"Kansas"	"20"	"2019"	"2019"	126	1462080	6.4	8.6
	"Ovary"	"27040"	"Kentucky"	"21"	"2017"	"2017"	171	2260311	5.9	7.6
	"Ovary"	"27040"	"Kentucky"	"21"	"2019"	"2019"	165	2269036	5.3	7.3
	"Ovary"	"27040"	"Louisiana"	"22"	"2017"	"2017"	181	2390634	6.0	7.6
	"Ovary"	"27040"	"Louisiana"	"22"	"2019"	"2019"	165	2385969	5.4	6.9
	"Ovary"	"27040"	"Maine"	"23"	"2017"	"2017"	82	681559	7.5	12.0
	"Ovary"	"27040"	"Maine"	"23"	"2019"	"2019"	59	686674	5.2	8.6
	"Ovary"	"27040"	"Maryland"	"24"	"2017"	"2017"	245	3106751	6.1	7.9
	"Ovary"	"27040"	"Maryland"	"24"	"2019"	"2019"	249	3122480	5.8	8.0
	"Ovary"	"27040"	"Massachusetts"	"25"	"2017"	"2017"	337	3532606	7.1	9.5
	"Ovary"	"27040"	"Massachusetts"	"25"	"2019"	"2019"	291	3548380	5.9	8.2
	"Ovary"	"27040"	"Michigan"	"26"	"2017"	"2017"	441	5064544	6.3	8.7
	"Ovary"	"27040"	"Michigan"	"26"	"2019"	"2019"	469	5066743	6.4	9.3
	"Ovary"	"27040"	"Minnesota"	"27"	"2017"	"2017"	217	2796520	5.8	7.8
	"Ovary"	"27040"	"Minnesota"	"27"	"2019"	"2019"	234	2830663	6.3	8.3
	"Ovary"	"27040"	"Mississippi"	"28"	"2017"	"2017"	141	1539672	7.0	9.2
	"Ovary"	"27040"	"Mississippi"	"28"	"2019"	"2019"	106	1534587	5.0	6.9
	"Ovary"	"27040"	"Missouri"	"29"	"2017"	"2017"	252	3111381	6.0	8.1
	"Ovary"	"27040"	"Missouri"	"29"	"2019"	"2019"	257	3127846	5.9	8.2
	"Ovary"	"27040"	"Montana"	"30"	"2017"	"2017"	45	523400	6.1	8.6
	"Ovary"	"27040"	"Montana"	"30"	"2019"	"2019"	50	531486	6.2	9.4
	"Ovary"	"27040"	"Nebraska"	"31"	"2017"	"2017"	89	960422	7.3	9.3
	"Ovary"	"27040"	"Nebraska"	"31"	"2019"	"2019"	58	967601	4.5	6.0
	"Ovary"	"27040"	"Nevada"	"32"	"2017"	"2017"	130	1480860	7.2	8.8
	"Ovary"	"27040"	"Nevada"	"32"	"2019"	"2019"	119	1541266	6.2	7.7
	"Ovary"	"27040"	"New Hampshire"	"33"	"2017"	"2017"	72	681670	7.4	10.6
	"Ovary"	"27040"	"New Hampshire"	"33"	"2019"	"2019"	46	686814	4.3	6.7
	"Ovary"	"27040"	"New Jersey"	"34"	"2017"	"2017"	418	4547537	6.7	9.2
	"Ovary"	"27040"	"New Jersey"	"34"	"2019"	"2019"	366	4545698	5.7	8.1
	"Ovary"	"27040"	"New Mexico"	"35"	"2017"	"2017"	97	1056754	6.8	9.2
	"Ovary"	"27040"	"New Mexico"	"35"	"2019"	"2019"	83	1060654	5.5	7.8
	"Ovary"	"27040"	"New York"	"36"	"2017"	"2017"	890	10080806	6.5	8.8
	"Ovary"	"27040"	"New York"	"36"	"2019"	"2019"	872	10012065	6.2	8.7
	"Ovary"	"27040"	"North Carolina"	"37"	"2017"	"2017"	440	5274812	6.3	8.3
	"Ovary"	"27040"	"North Carolina"	"37"	"2019"	"2019"	382	5393755	5.3	7.1
	"Ovary"	"27040"	"North Dakota"	"38"	"2017"	"2017"	26	369032	5.3	7.0
	"Ovary"	"27040"	"North Dakota"	"38"	"2019"	"2019"	18	372678	3.6	4.8
	"Ovary"	"27040"	"Ohio"	"39"	"2017"	"2017"	547	5949075	6.5	9.2
	"Ovary"	"27040"	"Ohio"	"39"	"2019"	"2019"	505	5962634	6.0	8.5
	"Ovary"	"27040"	"Oklahoma"	"40"	"2017"	"2017"	204	1984912	8.1	10.3
	"Ovary"	"27040"	"Oklahoma"	"40"	"2019"	"2019"	189	1999160	7.6	9.5
	"Ovary"	"27040"	"Oregon"	"41"	"2017"	"2017"	238	2091485	8.4	11.4
	"Ovary"	"27040"	"Oregon"	"41"	"2019"	"2019"	202	2126006	6.7	9.5
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2017"	"2017"	678	6528507	7.0	10.4
	"Ovary"	"27040"	"Pennsylvania"	"42"	"2019"	"2019"	656	6526489	6.7	10.1
	"Ovary"	"27040"	"Rhode Island"	"44"	"2017"	"2017"	55	542884	7.1	10.1
	"Ovary"	"27040"	"Rhode Island"	"44"	"2019"	"2019"	49	543197	5.9	9.0
	"Ovary"	"27040"	"South Carolina"	"45"	"2017"	"2017"	188	2588374	5.4	7.3
	"Ovary"	"27040"	"South Carolina"	"45"	"2019"	"2019"	190	2659704	5.1	7.1
	"Ovary"	"27040"	"South Dakota"	"46"	"2017"	"2017"	51	432891	9.5	11.8
	"Ovary"	"27040"	"South Dakota"	"46"	"2019"	"2019"	35	439553	5.8	8.0
	"Ovary"	"27040"	"Tennessee"	"47"	"2017"	"2017"	321	3438006	7.0	9.3
	"Ovary"	"27040"	"Tennessee"	"47"	"2019"	"2019"	286	3498429	6.1	8.2
	"Ovary"	"27040"	"Texas"	"48"	"2017"	"2017"	927	14238026	6.1	6.5
	"Ovary"	"27040"	"Texas"	"48"	"2019"	"2019"	919	14591903	5.7	6.3
	"Ovary"	"27040"	"Utah"	"49"	"2017"	"2017"	101	1540562	7.3	6.6
	"Ovary"	"27040"	"Utah"	"49"	"2019"	"2019"	93	1589845	6.1	5.8
	"Ovary"	"27040"	"Vermont"	"50"	"2017"	"2017"	28	316438	6.3	8.8
	"Ovary"	"27040"	"Vermont"	"50"	"2019"	"2019"	23	315738	4.7	7.3
	"Ovary"	"27040"	"Virginia"	"51"	"2017"	"2017"	392	4302531	7.1	9.1
	"Ovary"	"27040"	"Virginia"	"51"	"2019"	"2019"	355	4345858	6.3	8.2
	"Ovary"	"27040"	"Washington"	"53"	"2017"	"2017"	311	3712553	6.8	8.4
	"Ovary"	"27040"	"Washington"	"53"	"2019"	"2019"	306	3802546	6.3	8.0
	"Ovary"	"27040"	"West Virginia"	"54"	"2017"	"2017"	97	918498	7.1	10.6
	"Ovary"	"27040"	"West Virginia"	"54"	"2019"	"2019"	90	906103	6.4	9.9
	"Ovary"	"27040"	"Wisconsin"	"55"	"2017"	"2017"	258	2911984	6.4	8.9
	"Ovary"	"27040"	"Wisconsin"	"55"	"2019"	"2019"	250	2925732	6.0	8.5
	"Ovary"	"27040"	"Wyoming"	"56"	"2017"	"2017"	31	284115	8.3	10.9
	"Ovary"	"27040"	"Wyoming"	"56"	"2019"	"2019"	26	284406	6.8	9.1
	"Pancreas"	"21100"	"Alabama"	"01"	"2017"	"2017"	714	4877989	11.6	14.6
	"Pancreas"	"21100"	"Alabama"	"01"	"2019"	"2019"	743	4907965	11.5	15.1
	"Pancreas"	"21100"	"Alaska"	"02"	"2017"	"2017"	61	740983	9.2	8.2
	"Pancreas"	"21100"	"Alaska"	"02"	"2019"	"2019"	70	733603	9.3	9.5
	"Pancreas"	"21100"	"Arizona"	"04"	"2017"	"2017"	923	7048088	10.2	13.1
	"Pancreas"	"21100"	"Arizona"	"04"	"2019"	"2019"	1022	7291843	10.5	14.0
	"Pancreas"	"21100"	"Arkansas"	"05"	"2017"	"2017"	423	3003855	11.2	14.1
	"Pancreas"	"21100"	"Arkansas"	"05"	"2019"	"2019"	419	3020985	10.5	13.9
	"Pancreas"	"21100"	"California"	"06"	"2017"	"2017"	4526	39337785	10.4	11.5
	"Pancreas"	"21100"	"California"	"06"	"2019"	"2019"	4714	39437610	10.4	12.0
	"Pancreas"	"21100"	"Colorado"	"08"	"2017"	"2017"	551	5617421	8.9	9.8
	"Pancreas"	"21100"	"Colorado"	"08"	"2019"	"2019"	618	5758486	9.5	10.7
	"Pancreas"	"21100"	"Connecticut"	"09"	"2017"	"2017"	519	3575324	10.8	14.5
	"Pancreas"	"21100"	"Connecticut"	"09"	"2019"	"2019"	513	3566022	10.3	14.4
	"Pancreas"	"21100"	"Delaware"	"10"	"2017"	"2017"	161	957942	12.0	16.8
	"Pancreas"	"21100"	"Delaware"	"10"	"2019"	"2019"	166	976668	11.9	17.0
	"Pancreas"	"21100"	"District of Columbia"	"11"	"2017"	"2017"	76	697079	11.1	10.9
	"Pancreas"	"21100"	"District of Columbia"	"11"	"2019"	"2019"	94	708253	13.5	13.3
	"Pancreas"	"21100"	"Florida"	"12"	"2017"	"2017"	3289	20977089	10.4	15.7
	"Pancreas"	"21100"	"Florida"	"12"	"2019"	"2019"	3490	21492056	10.4	16.2
	"Pancreas"	"21100"	"Georgia"	"13"	"2017"	"2017"	1156	10417031	10.4	11.1
	"Pancreas"	"21100"	"Georgia"	"13"	"2019"	"2019"	1319	10628020	11.1	12.4
	"Pancreas"	"21100"	"Hawaii"	"15"	"2017"	"2017"	225	1425763	11.8	15.8
	"Pancreas"	"21100"	"Hawaii"	"15"	"2019"	"2019"	210	1415615	10.6	14.8
	"Pancreas"	"21100"	"Idaho"	"16"	"2017"	"2017"	244	1719745	12.3	14.2
	"Pancreas"	"21100"	"Idaho"	"16"	"2019"	"2019"	225	1789060	10.2	12.6
	"Pancreas"	"21100"	"Illinois"	"17"	"2017"	"2017"	1734	12779893	11.3	13.6
	"Pancreas"	"21100"	"Illinois"	"17"	"2019"	"2019"	1823	12667017	11.5	14.4
	"Pancreas"	"21100"	"Indiana"	"18"	"2017"	"2017"	955	6662068	12.1	14.3
	"Pancreas"	"21100"	"Indiana"	"18"	"2019"	"2019"	999	6731010	11.8	14.8
	"Pancreas"	"21100"	"Iowa"	"19"	"2017"	"2017"	462	3143734	11.2	14.7
	"Pancreas"	"21100"	"Iowa"	"19"	"2019"	"2019"	477	3159596	11.3	15.1
	"Pancreas"	"21100"	"Kansas"	"20"	"2017"	"2017"	372	2910892	10.4	12.8
	"Pancreas"	"21100"	"Kansas"	"20"	"2019"	"2019"	417	2912635	11.2	14.3
	"Pancreas"	"21100"	"Kentucky"	"21"	"2017"	"2017"	593	4455590	10.7	13.3
	"Pancreas"	"21100"	"Kentucky"	"21"	"2019"	"2019"	648	4472345	11.1	14.5
	"Pancreas"	"21100"	"Louisiana"	"22"	"2017"	"2017"	672	4673673	12.3	14.4
	"Pancreas"	"21100"	"Louisiana"	"22"	"2019"	"2019"	757	4658285	13.3	16.3
	"Pancreas"	"21100"	"Maine"	"23"	"2017"	"2017"	240	1335743	11.8	18.0
	"Pancreas"	"21100"	"Maine"	"23"	"2019"	"2019"	234	1345770	11.2	17.4
	"Pancreas"	"21100"	"Maryland"	"24"	"2017"	"2017"	802	6028186	11.2	13.3
	"Pancreas"	"21100"	"Maryland"	"24"	"2019"	"2019"	855	6054954	11.3	14.1
	"Pancreas"	"21100"	"Massachusetts"	"25"	"2017"	"2017"	1003	6863560	11.5	14.6
	"Pancreas"	"21100"	"Massachusetts"	"25"	"2019"	"2019"	1057	6894883	11.7	15.3
	"Pancreas"	"21100"	"Michigan"	"26"	"2017"	"2017"	1661	9976752	12.8	16.6
	"Pancreas"	"21100"	"Michigan"	"26"	"2019"	"2019"	1657	9984795	12.2	16.6
	"Pancreas"	"21100"	"Minnesota"	"27"	"2017"	"2017"	777	5569283	11.6	14.0
	"Pancreas"	"21100"	"Minnesota"	"27"	"2019"	"2019"	782	5640053	11.0	13.9
	"Pancreas"	"21100"	"Mississippi"	"28"	"2017"	"2017"	477	2990674	13.3	15.9
	"Pancreas"	"21100"	"Mississippi"	"28"	"2019"	"2019"	437	2978227	11.8	14.7
	"Pancreas"	"21100"	"Missouri"	"29"	"2017"	"2017"	904	6111382	11.5	14.8
	"Pancreas"	"21100"	"Missouri"	"29"	"2019"	"2019"	965	6140475	11.9	15.7
	"Pancreas"	"21100"	"Montana"	"30"	"2017"	"2017"	153	1053862	10.3	14.5
	"Pancreas"	"21100"	"Montana"	"30"	"2019"	"2019"	164	1070123	10.9	15.3
	"Pancreas"	"21100"	"Nebraska"	"31"	"2017"	"2017"	274	1916998	12.1	14.3
	"Pancreas"	"21100"	"Nebraska"	"31"	"2019"	"2019"	263	1932571	11.1	13.6
	"Pancreas"	"21100"	"Nevada"	"32"	"2017"	"2017"	380	2972097	11.0	12.8
	"Pancreas"	"21100"	"Nevada"	"32"	"2019"	"2019"	380	3090771	10.1	12.3
	"Pancreas"	"21100"	"New Hampshire"	"33"	"2017"	"2017"	189	1350395	10.3	14.0
	"Pancreas"	"21100"	"New Hampshire"	"33"	"2019"	"2019"	252	1360783	12.9	18.5
	"Pancreas"	"21100"	"New Jersey"	"34"	"2017"	"2017"	1336	8888147	11.9	15.0
	"Pancreas"	"21100"	"New Jersey"	"34"	"2019"	"2019"	1302	8891258	11.1	14.6
	"Pancreas"	"21100"	"New Mexico"	"35"	"2017"	"2017"	268	2092844	9.9	12.8
	"Pancreas"	"21100"	"New Mexico"	"35"	"2019"	"2019"	275	2099634	9.9	13.1
	"Pancreas"	"21100"	"New York"	"36"	"2017"	"2017"	2785	19593849	11.2	14.2
	"Pancreas"	"21100"	"New York"	"36"	"2019"	"2019"	2769	19463131	10.8	14.2
	"Pancreas"	"21100"	"North Carolina"	"37"	"2017"	"2017"	1365	10275758	10.8	13.3
	"Pancreas"	"21100"	"North Carolina"	"37"	"2019"	"2019"	1438	10501384	10.7	13.7
	"Pancreas"	"21100"	"North Dakota"	"38"	"2017"	"2017"	104	756755	11.9	13.7
	"Pancreas"	"21100"	"North Dakota"	"38"	"2019"	"2019"	84	763724	9.0	11.0
	"Pancreas"	"21100"	"Ohio"	"39"	"2017"	"2017"	1854	11665706	12.2	15.9
	"Pancreas"	"21100"	"Ohio"	"39"	"2019"	"2019"	2005	11696507	12.7	17.1
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2017"	"2017"	518	3933602	11.1	13.2
	"Pancreas"	"21100"	"Oklahoma"	"40"	"2019"	"2019"	540	3960676	10.9	13.6
	"Pancreas"	"21100"	"Oregon"	"41"	"2017"	"2017"	640	4147294	12.2	15.4
	"Pancreas"	"21100"	"Oregon"	"41"	"2019"	"2019"	608	4216116	10.7	14.4
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2017"	"2017"	2203	12794679	12.3	17.2
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	2124	12798883	11.7	16.6
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2017"	"2017"	154	1056554	11.0	14.6
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	182	1058158	12.7	17.2
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	768	5027102	11.8	15.3
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	775	5157702	11.2	15.0
	"Pancreas"	"21100"	"South Dakota"	"46"	"2017"	"2017"	124	873732	11.6	14.2
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	142	887127	12.3	16.0
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	935	6714748	11.2	13.9
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	944	6830325	10.9	13.8
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	2815	28291024	10.2	10.0
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	3130	28986794	10.6	10.8
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	232	3103540	8.7	7.5
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	273	3203383	9.7	8.5
	"Pancreas"	"21100"	"Vermont"	"50"	"2017"	"2017"	101	625132	11.0	16.2
	"Pancreas"	"21100"	"Vermont"	"50"	"2019"	"2019"	112	624046	12.1	17.9
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	1139	8471011	11.4	13.4
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	1132	8556642	10.7	13.2
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	945	7427951	11.0	12.7
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	980	7614024	10.7	12.9
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	277	1818683	10.6	15.2
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	316	1795263	11.9	17.6
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	858	5793147	11.5	14.8
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	902	5824581	11.5	15.5
	"Pancreas"	"21100"	"Wyoming"	"56"	"2017"	"2017"	74	579994	10.4	12.8
	"Pancreas"	"21100"	"Wyoming"	"56"	"2019"	"2019"	82	580116	11.3	14.1
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	464	2360503	19.2	19.7
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	507	2371832	19.4	21.4
	"Prostate"	"28010"	"Alaska"	"02"	"2017"	"2017"	39	386986	17.0	10.1
	"Prostate"	"28010"	"Alaska"	"02"	"2019"	"2019"	65	382813	24.2	17.0
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	663	3502772	16.5	18.9
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	735	3622802	16.7	20.3
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	267	1475907	17.2	18.1
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	341	1482909	20.6	23.0
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	3468	19553823	19.3	17.7
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	3623	19608525	19.1	18.5
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	509	2827772	21.8	18.0
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	528	2900876	20.3	18.2
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	373	1743821	19.1	21.4
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	385	1739032	18.8	22.1
	"Prostate"	"28010"	"Delaware"	"10"	"2017"	"2017"	82	463336	14.8	17.7
	"Prostate"	"28010"	"Delaware"	"10"	"2019"	"2019"	108	472097	18.3	22.9
	"Prostate"	"28010"	"District of Columbia"	"11"	"2017"	"2017"	57	330743	22.3	17.2
	"Prostate"	"28010"	"District of Columbia"	"11"	"2019"	"2019"	61	335860	22.1	18.2
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	2409	10256426	16.8	23.5
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	2446	10504982	15.8	23.3
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	895	5067956	21.5	17.7
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	960	5165685	20.9	18.6
	"Prostate"	"28010"	"Hawaii"	"15"	"2017"	"2017"	128	715536	14.4	17.9
	"Prostate"	"28010"	"Hawaii"	"15"	"2019"	"2019"	109	709196	12.0	15.4
	"Prostate"	"28010"	"Idaho"	"16"	"2017"	"2017"	164	861715	20.0	19.0
	"Prostate"	"28010"	"Idaho"	"16"	"2019"	"2019"	182	897065	19.6	20.3
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	1273	6278554	20.6	20.3
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	1208	6223897	18.7	19.4
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	594	3283972	18.9	18.1
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	655	3319439	19.6	19.7
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	348	1563872	20.0	22.3
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	361	1572960	20.2	23.0
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	273	1450416	18.3	18.8
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	286	1450555	18.4	19.7
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	404	2195279	19.2	18.4
	"Prostate"	"28010"	"Kentucky"	"21"	"2019"	"2019"	365	2203309	16.1	16.6
	"Prostate"	"28010"	"Louisiana"	"22"	"2017"	"2017"	461	2283039	21.3	20.2
	"Prostate"	"28010"	"Louisiana"	"22"	"2019"	"2019"	431	2272316	18.9	19.0
	"Prostate"	"28010"	"Maine"	"23"	"2017"	"2017"	167	654184	19.7	25.5
	"Prostate"	"28010"	"Maine"	"23"	"2019"	"2019"	162	659096	17.9	24.6
	"Prostate"	"28010"	"Maryland"	"24"	"2017"	"2017"	555	2921435	19.6	19.0
	"Prostate"	"28010"	"Maryland"	"24"	"2019"	"2019"	622	2932474	20.9	21.2
	"Prostate"	"28010"	"Massachusetts"	"25"	"2017"	"2017"	640	3330954	18.2	19.2
	"Prostate"	"28010"	"Massachusetts"	"25"	"2019"	"2019"	653	3346503	18.1	19.5
	"Prostate"	"28010"	"Michigan"	"26"	"2017"	"2017"	924	4912208	17.6	18.8
	"Prostate"	"28010"	"Michigan"	"26"	"2019"	"2019"	985	4918052	17.9	20.0
	"Prostate"	"28010"	"Minnesota"	"27"	"2017"	"2017"	582	2772763	20.5	21.0
	"Prostate"	"28010"	"Minnesota"	"27"	"2019"	"2019"	592	2809390	19.6	21.1
	"Prostate"	"28010"	"Mississippi"	"28"	"2017"	"2017"	373	1451002	26.4	25.7
	"Prostate"	"28010"	"Mississippi"	"28"	"2019"	"2019"	363	1443640	24.3	25.1
	"Prostate"	"28010"	"Missouri"	"29"	"2017"	"2017"	537	3000001	16.8	17.9
	"Prostate"	"28010"	"Missouri"	"29"	"2019"	"2019"	623	3012629	18.6	20.7
	"Prostate"	"28010"	"Montana"	"30"	"2017"	"2017"	160	530462	26.3	30.2
	"Prostate"	"28010"	"Montana"	"30"	"2019"	"2019"	138	538637	20.9	25.6
	"Prostate"	"28010"	"Nebraska"	"31"	"2017"	"2017"	179	956576	18.4	18.7
	"Prostate"	"28010"	"Nebraska"	"31"	"2019"	"2019"	179	964970	17.5	18.5
	"Prostate"	"28010"	"Nevada"	"32"	"2017"	"2017"	259	1491237	17.7	17.4
	"Prostate"	"28010"	"Nevada"	"32"	"2019"	"2019"	318	1549505	20.2	20.5
	"Prostate"	"28010"	"New Hampshire"	"33"	"2017"	"2017"	147	668725	20.0	22.0
	"Prostate"	"28010"	"New Hampshire"	"33"	"2019"	"2019"	174	673969	22.6	25.8
	"Prostate"	"28010"	"New Jersey"	"34"	"2017"	"2017"	767	4340610	17.2	17.7
	"Prostate"	"28010"	"New Jersey"	"34"	"2019"	"2019"	735	4345560	15.6	16.9
	"Prostate"	"28010"	"New Mexico"	"35"	"2017"	"2017"	218	1036090	19.4	21.0
	"Prostate"	"28010"	"New Mexico"	"35"	"2019"	"2019"	222	1038980	18.6	21.4
	"Prostate"	"28010"	"New York"	"36"	"2017"	"2017"	1812	9513043	18.1	19.0
	"Prostate"	"28010"	"New York"	"36"	"2019"	"2019"	1660	9451066	15.8	17.6
	"Prostate"	"28010"	"North Carolina"	"37"	"2017"	"2017"	910	5000946	18.7	18.2
	"Prostate"	"28010"	"North Carolina"	"37"	"2019"	"2019"	1033	5107629	19.7	20.2
	"Prostate"	"28010"	"North Dakota"	"38"	"2017"	"2017"	79	387723	20.1	20.4
	"Prostate"	"28010"	"North Dakota"	"38"	"2019"	"2019"	68	391046	16.5	17.4
	"Prostate"	"28010"	"Ohio"	"39"	"2017"	"2017"	1211	5716631	19.5	21.2
	"Prostate"	"28010"	"Ohio"	"39"	"2019"	"2019"	1213	5733873	18.9	21.2
	"Prostate"	"28010"	"Oklahoma"	"40"	"2017"	"2017"	388	1948690	20.1	19.9
	"Prostate"	"28010"	"Oklahoma"	"40"	"2019"	"2019"	414	1961516	20.1	21.1
	"Prostate"	"28010"	"Oregon"	"41"	"2017"	"2017"	441	2055809	19.8	21.5
	"Prostate"	"28010"	"Oregon"	"41"	"2019"	"2019"	470	2090110	20.0	22.5
	"Prostate"	"28010"	"Pennsylvania"	"42"	"2017"	"2017"	1347	6266172	18.3	21.5
	"Prostate"	"28010"	"Pennsylvania"	"42"	"2019"	"2019"	1350	6272394	17.7	21.5
	"Prostate"	"28010"	"Rhode Island"	"44"	"2017"	"2017"	116	513670	20.4	22.6
	"Prostate"	"28010"	"Rhode Island"	"44"	"2019"	"2019"	105	514961	17.7	20.4
	"Prostate"	"28010"	"South Carolina"	"45"	"2017"	"2017"	557	2438728	21.6	22.8
	"Prostate"	"28010"	"South Carolina"	"45"	"2019"	"2019"	569	2497998	20.0	22.8
	"Prostate"	"28010"	"South Dakota"	"46"	"2017"	"2017"	71	440841	15.7	16.1
	"Prostate"	"28010"	"South Dakota"	"46"	"2019"	"2019"	86	447574	17.7	19.2
	"Prostate"	"28010"	"Tennessee"	"47"	"2017"	"2017"	644	3276742	20.1	19.7
	"Prostate"	"28010"	"Tennessee"	"47"	"2019"	"2019"	685	3331896	19.5	20.6
	"Prostate"	"28010"	"Texas"	"48"	"2017"	"2017"	1938	14052998	17.9	13.8
	"Prostate"	"28010"	"Texas"	"48"	"2019"	"2019"	2063	14394891	17.6	14.3
	"Prostate"	"28010"	"Utah"	"49"	"2017"	"2017"	212	1562978	19.7	13.6
	"Prostate"	"28010"	"Utah"	"49"	"2019"	"2019"	276	1613538	23.4	17.1
	"Prostate"	"28010"	"Vermont"	"50"	"2017"	"2017"	70	308694	19.4	22.7
	"Prostate"	"28010"	"Vermont"	"50"	"2019"	"2019"	72	308308	18.9	23.4
	"Prostate"	"28010"	"Virginia"	"51"	"2017"	"2017"	775	4168480	19.8	18.6
	"Prostate"	"28010"	"Virginia"	"51"	"2019"	"2019"	796	4210784	19.2	18.9
	"Prostate"	"28010"	"Washington"	"53"	"2017"	"2017"	677	3715398	19.3	18.2
	"Prostate"	"28010"	"Washington"	"53"	"2019"	"2019"	727	3811478	19.5	19.1
	"Prostate"	"28010"	"West Virginia"	"54"	"2017"	"2017"	177	900185	16.4	19.7
	"Prostate"	"28010"	"West Virginia"	"54"	"2019"	"2019"	198	889160	17.1	22.3
	"Prostate"	"28010"	"Wisconsin"	"55"	"2017"	"2017"	641	2881163	20.9	22.2
	"Prostate"	"28010"	"Wisconsin"	"55"	"2019"	"2019"	672	2898849	20.9	23.2
	"Prostate"	"28010"	"Wyoming"	"56"	"2017"	"2017"	41	295879	13.1	13.9
	"Prostate"	"28010"	"Wyoming"	"56"	"2019"	"2019"	57	295710	17.6	19.3
	"Stomach"	"21020"	"Alabama"	"01"	"2017"	"2017"	177	4877989	2.9	3.6
	"Stomach"	"21020"	"Alabama"	"01"	"2019"	"2019"	203	4907965	3.2	4.1
	"Stomach"	"21020"	"Alaska"	"02"	"2017"	"2017"	26	740983	3.7	3.5
	"Stomach"	"21020"	"Alaska"	"02"	"2019"	"2019"	23	733603	3.2	3.1
	"Stomach"	"21020"	"Arizona"	"04"	"2017"	"2017"	204	7048088	2.4	2.9
	"Stomach"	"21020"	"Arizona"	"04"	"2019"	"2019"	227	7291843	2.5	3.1
	"Stomach"	"21020"	"Arkansas"	"05"	"2017"	"2017"	102	3003855	2.8	3.4
	"Stomach"	"21020"	"Arkansas"	"05"	"2019"	"2019"	106	3020985	2.8	3.5
	"Stomach"	"21020"	"California"	"06"	"2017"	"2017"	1640	39337785	3.8	4.2
	"Stomach"	"21020"	"California"	"06"	"2019"	"2019"	1640	39437610	3.7	4.2
	"Stomach"	"21020"	"Colorado"	"08"	"2017"	"2017"	141	5617421	2.4	2.5
